"229061005","234450143"
"229381125","234450143"
"234450143","300718007"
"234450143","285200199"
"234450143","272302131"
"234450143","316252582"
"240822298","234450143"
"240822298","272302131"
"254146241","354062303"
"255835870","234450143"
"265962806","234450143"
"272302131","234450143"
"272302131","316252582"
"275190166","281084224"
"275350547","234450143"
"275350547","285200199"
"281084224","275190166"
"283494161","234450143"
"283494161","300718007"
"285200199","234450143"
"285200199","272302131"
"288743692","234450143"
"300518811","234450143"
"300718007","234450143"
"312414021","339503254"
"316252582","234450143"
"316252582","272302131"
"319115000","234450143"
"319115000","300718007"
"322801962","234450143"
"327587202","423975229"
"333831052","338537341"
"333831052","723145930"
"338537341","723145930"
"338537341","333831052"
"338951057","412120206"
"348180266","433852652"
"351119353","359180769"
"351505600","334090855"
"353143837","411681044"
"353143837","234450143"
"353143837","300718007"
"354378289","347994388"
"364896136","343676033"
"378339370","338537341"
"386059510","398854729"
"388449890","423975229"
"399984824","446817606"
"412120206","445479729"
"428694969","408670958"
"431773874","436292556"
"435087864","423975229"
"435671470","702011453"
"436292556","431773874"
"441351940","470285942"
"466166789","331145533"
"470285942","441351940"
"472180546","731963804"
"723145930","338537341"
"726915435","338537341"
"726915435","723145930"
"726915435","333831052"
"736252288","320836681"
